20220801;4051653300272;4260705920010;1,000;4,29;-50,000;4,29
20220801;4051653300272;4260705920027;1,000;3,59;-39,000;3,59
20220801;4051653300272;4260705920034;2,000;3,39;-48,000;6,78
20220801;4051653300272;4260705920072;2,000;5,79;-82,000;11,58
20220801;4051653300272;4260705920089;1,000;5,39;-20,000;5,39
20220801;4051653300272;4260705920096;2,000;5,59;-44,000;11,18
20220801;4051653300272;4260705920102;2,000;6,79;-61,000;13,58
20220801;4051653300272;4260705920119;1,000;7,99;-52,000;7,99
20220801;4051653300272;4260705920140;1,000;8,19;-29,000;8,19
20220801;4051653300272;4260705920157;2,000;7,49;-62,000;14,98
20220801;4051653300272;4260705920164;2,000;7,49;-60,000;14,98
20220801;4051653300272;4260705920249;3,000;4,29;-100,000;12,87
20220801;4051653300272;4260705920294;5,000;15,99;-157,000;79,95
20220801;4051653300272;4260705920300;2,000;15,49;-56,000;30,98
20220801;4051653300272;4260705920317;2,000;9,99;-61,000;19,98
20220801;4051653300272;4260705920324;2,000;10,99;-100,000;21,98
20220801;4051653300272;4260705920416;2,000;5,99;-89,000;11,98
20220801;4051653300272;4260705920423;2,000;4,99;-41,000;9,98
20220802;4051653300272;4260705920034;1,000;3,39;-42,000;3,39
20220802;4051653300272;4260705920072;2,000;5,79;-73,000;11,58
20220802;4051653300272;4260705920096;1,000;5,59;-40,000;5,59
20220802;4051653300272;4260705920102;2,000;6,79;-56,000;13,58
20220802;4051653300272;4260705920119;1,000;7,99;-47,000;7,99
20220802;4051653300272;4260705920140;1,000;8,19;-28,000;8,19
20220802;4051653300272;4260705920157;2,000;7,49;-59,000;14,98
20220802;4051653300272;4260705920164;2,000;7,49;-57,000;14,98
20220802;4051653300272;4260705920171;1,000;8,29;-19,000;8,29
20220802;4051653300272;4260705920249;2,000;4,29;-93,000;8,58
20220802;4051653300272;4260705920294;3,000;15,99;-142,000;47,97
20220802;4051653300272;4260705920300;1,000;15,49;-52,000;15,49
20220802;4051653300272;4260705920317;2,000;9,99;-57,000;19,98
20220802;4051653300272;4260705920324;2,000;10,99;-88,000;21,98
20220802;4051653300272;4260705920331;1,000;8,69;-19,000;8,69
20220802;4051653300272;4260705920393;1,000;2,99;-7,000;2,99
20220802;4051653300272;4260705920416;2,000;5,99;-81,000;11,98
20220802;4051653300272;4260705920423;2,000;4,99;-37,000;9,98
20220803;4051653300272;4260705920003;1,000;3,39;-23,000;3,39
20220803;4051653300272;4260705920027;1,000;3,59;-35,000;3,59
20220803;4051653300272;4260705920072;2,000;5,79;-75,000;11,58
20220803;4051653300272;4260705920096;2,000;5,59;-42,000;11,18
20220803;4051653300272;4260705920102;1,000;6,79;-57,000;6,79
20220803;4051653300272;4260705920119;1,000;7,99;-48,000;7,99
20220803;4051653300272;4260705920157;1,000;7,49;-60,000;7,49
20220803;4051653300272;4260705920164;1,000;7,49;-58,000;7,49
20220803;4051653300272;4260705920249;2,000;4,29;-95,000;8,58
20220803;4051653300272;4260705920294;3,000;15,99;-145,000;47,97
20220803;4051653300272;4260705920317;2,000;9,99;-59,000;19,98
20220803;4051653300272;4260705920324;2,000;10,99;-90,000;21,98
20220803;4051653300272;4260705920331;1,000;8,69;-20,000;8,69
20220803;4051653300272;4260705920416;2,000;5,99;-83,000;11,98
20220803;4051653300272;4260705920423;2,000;4,99;-39,000;9,98
20220804;4051653300272;4260705920003;1,000;3,39;-24,000;3,39
20220804;4051653300272;4260705920010;1,000;4,29;-45,000;4,29
20220804;4051653300272;4260705920027;1,000;3,59;-36,000;3,59
20220804;4051653300272;4260705920034;1,000;3,39;-43,000;3,39
20220804;4051653300272;4260705920058;2,000;3,59;-39,000;7,18
20220804;4051653300272;4260705920072;1,000;5,79;-76,000;5,79
20220804;4051653300272;4260705920089;1,000;5,39;-21,000;5,39
20220804;4051653300272;4260705920096;2,000;5,59;-44,000;11,18
20220804;4051653300272;4260705920119;1,000;7,99;-49,000;7,99
20220804;4051653300272;4260705920140;1,000;8,19;-29,000;8,19
20220804;4051653300272;4260705920157;1,000;7,49;-61,000;7,49
20220804;4051653300272;4260705920164;2,000;7,49;-60,000;14,98
20220804;4051653300272;4260705920225;1,000;3,29;-13,000;3,29
20220804;4051653300272;4260705920249;2,000;4,29;-97,000;8,58
20220804;4051653300272;4260705920287;1,000;45,99;-3,000;45,99
20220804;4051653300272;4260705920294;2,000;15,99;-147,000;31,98
20220804;4051653300272;4260705920300;1,000;15,49;-53,000;15,49
20220804;4051653300272;4260705920317;1,000;9,99;-60,000;9,99
20220804;4051653300272;4260705920324;2,000;10,99;-92,000;21,98
20220804;4051653300272;4260705920331;1,000;8,69;-21,000;8,69
20220804;4051653300272;4260705920423;2,000;4,99;-41,000;9,98
20220805;4051653300272;4260705920003;1,000;3,39;-25,000;3,39
20220805;4051653300272;4260705920010;1,000;4,29;-46,000;4,29
20220805;4051653300272;4260705920027;1,000;3,59;-37,000;3,59
20220805;4051653300272;4260705920072;2,000;5,79;-78,000;11,58
20220805;4051653300272;4260705920096;2,000;5,59;-46,000;11,18
20220805;4051653300272;4260705920102;1,000;6,79;-58,000;6,79
20220805;4051653300272;4260705920119;1,000;7,99;-50,000;7,99
20220805;4051653300272;4260705920140;1,000;8,19;-30,000;8,19
20220805;4051653300272;4260705920164;1,000;7,49;-61,000;7,49
20220805;4051653300272;4260705920225;1,000;3,29;-14,000;3,29
20220805;4051653300272;4260705920249;2,000;4,29;-99,000;8,58
20220805;4051653300272;4260705920294;4,000;15,99;-151,000;63,96
20220805;4051653300272;4260705920300;2,000;15,49;-55,000;30,98
20220805;4051653300272;4260705920317;2,000;9,99;-62,000;19,98
20220805;4051653300272;4260705920324;4,000;10,99;-96,000;43,96
20220805;4051653300272;4260705920331;1,000;8,69;-22,000;8,69
20220805;4051653300272;4260705920362;1,000;2,99;-11,000;2,99
20220805;4051653300272;4260705920393;1,000;2,99;-8,000;2,99
20220805;4051653300272;4260705920416;2,000;5,99;-85,000;11,98
20220806;4051653300272;4260705920010;2,000;4,29;-48,000;8,58
20220806;4051653300272;4260705920027;1,000;3,59;-38,000;3,59
20220806;4051653300272;4260705920034;2,000;3,39;-45,000;6,78
20220806;4051653300272;4260705920072;2,000;5,79;-80,000;11,58
20220806;4051653300272;4260705920096;1,000;5,59;-47,000;5,59
20220806;4051653300272;4260705920102;1,000;6,79;-59,000;6,79
20220806;4051653300272;4260705920119;2,000;7,99;-52,000;15,98
20220806;4051653300272;4260705920140;2,000;8,19;-32,000;16,38
