20220509;4051653300272;4260705920010;1,000;3,99;-1,000;3,99
20220509;4051653300272;4260705920027;1,000;3,49;-1,000;3,49
20220509;4051653300272;4260705920034;1,000;3,29;-1,000;3,29
20220509;4051653300272;4260705920058;1,000;3,49;-1,000;3,49
20220509;4051653300272;4260705920072;1,000;5,49;-1,000;5,49
20220509;4051653300272;4260705920096;1,000;5,49;-1,000;5,49
20220509;4051653300272;4260705920102;1,000;6,59;-1,000;6,59
20220509;4051653300272;4260705920119;1,000;7,89;-1,000;7,89
20220509;4051653300272;4260705920157;1,000;7,39;-1,000;7,39
20220509;4051653300272;4260705920164;1,000;7,39;-1,000;7,39
20220509;4051653300272;4260705920171;1,000;7,99;-1,000;7,99
20220509;4051653300272;4260705920195;1,000;4,99;-1,000;4,99
20220509;4051653300272;4260705920249;2,000;3,99;-2,000;7,98
20220509;4051653300272;4260705920294;4,000;14,99;-4,000;59,96
20220509;4051653300272;4260705920300;1,000;14,99;-1,000;14,99
20220509;4051653300272;4260705920317;1,000;9,99;-1,000;9,99
20220509;4051653300272;4260705920324;2,000;9,99;-2,000;19,98
20220509;4051653300272;4260705920416;2,000;5,99;-2,000;11,98
20220509;4051653300272;4260705920423;1,000;4,99;-1,000;4,99
20220510;4051653300272;4260705920010;1,000;3,99;-2,000;3,99
20220510;4051653300272;4260705920027;1,000;3,49;-2,000;3,49
20220510;4051653300272;4260705920058;1,000;3,49;-2,000;3,49
20220510;4051653300272;4260705920072;1,000;5,49;-2,000;5,49
20220510;4051653300272;4260705920096;1,000;5,49;-2,000;5,49
20220510;4051653300272;4260705920102;1,000;6,59;-2,000;6,59
20220510;4051653300272;4260705920119;1,000;7,89;-2,000;7,89
20220510;4051653300272;4260705920140;1,000;7,99;-1,000;7,99
20220510;4051653300272;4260705920157;1,000;7,39;-2,000;7,39
20220510;4051653300272;4260705920164;1,000;7,39;-2,000;7,39
20220510;4051653300272;4260705920171;1,000;7,99;-2,000;7,99
20220510;4051653300272;4260705920195;1,000;4,99;-2,000;4,99
20220510;4051653300272;4260705920225;1,000;3,29;-1,000;3,29
20220510;4051653300272;4260705920249;2,000;3,99;-4,000;7,98
20220510;4051653300272;4260705920294;2,000;14,99;-6,000;29,98
20220510;4051653300272;4260705920300;1,000;14,99;-2,000;14,99
20220510;4051653300272;4260705920317;1,000;9,99;-2,000;9,99
20220510;4051653300272;4260705920324;2,000;9,99;-4,000;19,98
20220510;4051653300272;4260705920416;2,000;5,99;-4,000;11,98
20220511;4051653300272;4260705920010;2,000;3,99;-4,000;7,98
20220511;4051653300272;4260705920027;2,000;3,49;-4,000;6,98
20220511;4051653300272;4260705920034;2,000;3,29;-3,000;6,58
20220511;4051653300272;4260705920058;2,000;3,49;-4,000;6,98
20220511;4051653300272;4260705920065;1,000;5,49;-1,000;5,49
20220511;4051653300272;4260705920072;2,000;5,49;-4,000;10,98
20220511;4051653300272;4260705920089;1,000;5,19;-1,000;5,19
20220511;4051653300272;4260705920096;1,000;5,49;-3,000;5,49
20220511;4051653300272;4260705920102;2,000;6,59;-4,000;13,18
20220511;4051653300272;4260705920119;2,000;7,89;-4,000;15,78
20220511;4051653300272;4260705920140;1,000;7,99;-2,000;7,99
20220511;4051653300272;4260705920157;3,000;7,39;-5,000;22,17
20220511;4051653300272;4260705920225;1,000;3,29;-2,000;3,29
20220511;4051653300272;4260705920249;2,000;3,99;-6,000;7,98
20220511;4051653300272;4260705920294;4,000;14,99;-10,000;59,96
20220511;4051653300272;4260705920300;2,000;14,99;-4,000;29,98
20220511;4051653300272;4260705920317;1,000;9,99;-3,000;9,99
20220511;4051653300272;4260705920324;2,000;9,99;-6,000;19,98
20220511;4051653300272;4260705920416;3,000;5,99;-7,000;17,97
20220512;4051653300272;4260705920027;1,000;3,49;-5,000;3,49
20220512;4051653300272;4260705920034;1,000;3,29;-4,000;3,29
20220512;4051653300272;4260705920065;1,000;5,49;-2,000;5,49
