Date,ProductID,Quantity,Price,Quantity_perWeek,Price_Total_perOrder,MonthoftheYear,WeekoftheYear,WeekoftheMonth,DayoftheYear,DayoftheMonth,DayoftheWeek,isWeekend
2022-09-12,4260705920294,3,15.99,8,47.97,9,37,1,255,12,0,False
2022-09-12,4260705920362,1,2.99,-1,2.99,9,37,1,255,12,0,False
2022-09-12,4260705920416,2,5.99,4,11.98,9,37,1,255,12,0,False
2022-09-12,4260705920423,1,4.99,4,4.99,9,37,1,255,12,0,False
2022-09-12,4260705920409,1,17.49,2,17.49,9,37,1,255,12,0,False
2022-09-12,4260705920324,1,10.99,8,10.99,9,37,1,255,12,0,False
2022-09-13,4260705920300,1,15.49,2,15.49,9,37,1,256,13,1,False
2022-09-13,4260705920294,2,15.99,9,31.98,9,37,1,256,13,1,False
2022-09-13,4260705920416,2,5.99,4,11.98,9,37,1,256,13,1,False
2022-09-13,4260705920409,1,17.49,2,17.49,9,37,1,256,13,1,False
2022-09-13,4260705920331,1,8.69,2,8.69,9,37,1,256,13,1,False
2022-09-13,4260705920119,1,7.99,2,7.99,9,37,1,256,13,1,False
2022-09-13,4260705920010,1,4.29,2,4.29,9,37,1,256,13,1,False
2022-09-13,4260705920027,1,3.59,2,3.59,9,37,1,256,13,1,False
2022-09-13,4260705920072,2,5.79,-2,11.58,9,37,1,256,13,1,False
2022-09-13,4260705920102,1,6.79,0,6.79,9,37,1,256,13,1,False
2022-09-13,4260705920003,1,3.39,1,3.39,9,37,1,256,13,1,False
2022-09-13,4260705920140,1,8.19,2,8.19,9,37,1,256,13,1,False
2022-09-13,4260705920249,1,4.29,5,4.29,9,37,1,256,13,1,False
2022-09-14,4260705920027,1,3.59,-2,3.59,9,37,1,257,14,2,False
2022-09-14,4260705920034,1,3.39,-1,3.39,9,37,1,257,14,2,False
2022-09-14,4260705920409,1,17.49,-2,17.49,9,37,1,257,14,2,False
2022-09-14,4260705920096,1,5.59,-1,5.59,9,37,1,257,14,2,False
2022-09-14,4260705920119,1,7.99,-2,7.99,9,37,1,257,14,2,False
2022-09-14,4260705920249,2,4.29,-3,8.58,9,37,1,257,14,2,False
2022-09-14,4260705920300,1,15.49,-2,15.49,9,37,1,257,14,2,False
2022-09-14,4260705920317,1,9.99,-1,9.99,9,37,1,257,14,2,False
2022-09-14,4260705920324,1,10.99,-1,10.99,9,37,1,257,14,2,False
2022-09-14,4260705920416,2,5.99,-4,11.98,9,37,1,257,14,2,False
2022-09-14,4260705920423,2,4.99,-2,9.98,9,37,1,257,14,2,False
2022-09-14,4260705920294,2,15.99,-4,31.98,9,37,1,257,14,2,False
2022-09-15,4260705920058,1,3.59,-1,3.59,9,37,2,258,15,3,False
2022-09-15,4260705920416,2,5.99,-6,11.98,9,37,2,258,15,3,False
2022-09-15,4260705920010,1,4.29,-2,4.29,9,37,2,258,15,3,False
2022-09-15,4260705920423,1,4.99,-3,4.99,9,37,2,258,15,3,False
2022-09-15,4260705920027,1,3.59,-3,3.59,9,37,2,258,15,3,False
2022-09-15,4260705920034,1,3.39,-2,3.39,9,37,2,258,15,3,False
2022-09-15,4260705920119,1,7.99,-3,7.99,9,37,2,258,15,3,False
2022-09-15,4260705920393,1,2.99,-1,2.99,9,37,2,258,15,3,False
2022-09-15,4260705920157,1,7.49,-1,7.49,9,37,2,258,15,3,False
2022-09-15,4260705920225,1,3.29,-1,3.29,9,37,2,258,15,3,False
2022-09-15,4260705920294,2,15.99,-6,31.98,9,37,2,258,15,3,False
2022-09-15,4260705920317,1,9.99,-2,9.99,9,37,2,258,15,3,False
2022-09-15,4260705920324,1,10.99,-2,10.99,9,37,2,258,15,3,False
2022-09-15,4260705920409,1,17.49,-3,17.49,9,37,2,258,15,3,False
2022-09-15,4260705920140,1,8.19,-2,8.19,9,37,2,258,15,3,False
2022-09-16,4260705920362,2,2.99,-2,5.98,9,37,2,259,16,4,False
2022-09-16,4260705920072,2,5.79,-4,11.58,9,37,2,259,16,4,False
2022-09-16,4260705920423,1,4.99,-4,4.99,9,37,2,259,16,4,False
2022-09-16,4260705920416,1,5.99,-7,5.99,9,37,2,259,16,4,False
2022-09-16,4260705920409,1,17.49,-4,17.49,9,37,2,259,16,4,False
2022-09-16,4260705920324,1,10.99,-3,10.99,9,37,2,259,16,4,False
2022-09-16,4260705920102,1,6.79,-2,6.79,9,37,2,259,16,4,False
2022-09-16,4260705920300,1,15.49,-3,15.49,9,37,2,259,16,4,False
2022-09-16,4260705920294,2,15.99,-8,31.98,9,37,2,259,16,4,False
2022-09-16,4260705920249,2,4.29,-5,8.58,9,37,2,259,16,4,False
2022-09-16,4260705920119,1,7.99,-4,7.99,9,37,2,259,16,4,False
2022-09-16,4260705920317,1,9.99,-3,9.99,9,37,2,259,16,4,False
2022-09-17,4260705920416,1,5.99,-8,5.99,9,37,2,260,17,5,True
2022-09-17,4260705920409,1,17.49,-5,17.49,9,37,2,260,17,5,True
2022-09-17,4260705920157,1,7.49,-2,7.49,9,37,2,260,17,5,True
2022-09-17,4260705920072,2,5.79,-6,11.58,9,37,2,260,17,5,True
2022-09-17,4260705920102,2,6.79,-4,13.58,9,37,2,260,17,5,True
2022-09-17,4260705920133,1,8.99,-1,8.99,9,37,2,260,17,5,True
2022-09-17,4260705920324,1,10.99,-4,10.99,9,37,2,260,17,5,True
2022-09-17,4260705920065,1,5.79,-1,5.79,9,37,2,260,17,5,True
2022-09-17,4260705920249,2,4.29,-7,8.58,9,37,2,260,17,5,True
2022-09-17,4260705920294,3,15.99,-11,47.97,9,37,2,260,17,5,True
2022-09-17,4260705920317,1,9.99,-4,9.99,9,37,2,260,17,5,True
2022-09-17,4260705920164,1,7.49,-1,7.49,9,37,2,260,17,5,True
2022-09-17,4260705920140,1,8.19,-3,8.19,9,37,2,260,17,5,True
2022-09-19,4260705920096,1,5.59,-2,5.59,9,38,2,262,19,0,False
2022-09-19,4260705920119,1,7.99,-5,7.99,9,38,2,262,19,0,False
2022-09-19,4260705920140,1,8.19,-4,8.19,9,38,2,262,19,0,False
2022-09-19,4260705920294,1,15.99,-12,15.99,9,38,2,262,19,0,False
2022-09-19,4260705920393,1,2.99,-2,2.99,9,38,2,262,19,0,False
2022-09-19,4260705920416,1,5.99,-9,5.99,9,38,2,262,19,0,False
2022-09-19,4260705920324,1,10.99,-5,10.99,9,38,2,262,19,0,False
2022-09-19,4260705920300,1,15.49,-4,15.49,9,38,2,262,19,0,False
2022-09-20,4260705920072,1,5.79,-1,5.79,9,38,2,263,20,1,False
2022-09-20,4260705920317,1,9.99,-4,9.99,9,38,2,263,20,1,False
2022-09-20,4260705920119,1,7.99,-5,7.99,9,38,2,263,20,1,False
2022-09-20,4260705920300,1,15.49,-5,15.49,9,38,2,263,20,1,False
2022-09-20,4260705920331,1,8.69,-7,8.69,9,38,2,263,20,1,False
2022-09-20,4260705920294,1,15.99,-13,15.99,9,38,2,263,20,1,False
2022-09-20,4260705920324,3,10.99,-13,32.97,9,38,2,263,20,1,False
2022-09-20,4260705920416,1,5.99,-8,5.99,9,38,2,263,20,1,False
2022-09-21,4260705920294,3,15.99,-16,47.97,9,38,2,264,21,2,False
2022-09-21,4260705920072,1,5.79,-2,5.79,9,38,2,264,21,2,False
2022-09-21,4260705920416,2,5.99,-10,11.98,9,38,2,264,21,2,False
2022-09-21,4260705920317,1,9.99,-5,9.99,9,38,2,264,21,2,False
2022-09-21,4260705920195,1,4.99,-3,4.99,9,38,2,264,21,2,False
2022-09-21,4260705920164,1,7.49,-6,7.49,9,38,2,264,21,2,False
2022-09-21,4260705920102,1,6.79,-2,6.79,9,38,2,264,21,2,False
2022-09-21,4260705920249,1,4.29,-7,4.29,9,38,2,264,21,2,False
2022-09-22,4260705920300,1,15.49,-6,15.49,9,38,3,265,22,3,False
2022-09-22,4260705920096,1,5.59,-5,5.59,9,38,3,265,22,3,False
2022-09-22,4260705920140,1,8.19,-5,8.19,9,38,3,265,22,3,False
2022-09-22,4260705920157,1,7.49,-6,7.49,9,38,3,265,22,3,False
2022-09-22,4260705920294,2,15.99,-18,31.98,9,38,3,265,22,3,False
2022-09-22,4260705920249,2,4.29,-9,8.58,9,38,3,265,22,3,False
2022-09-22,4260705920324,1,10.99,-14,10.99,9,38,3,265,22,3,False
2022-09-22,4260705920331,1,8.69,-8,8.69,9,38,3,265,22,3,False
2022-09-22,4260705920416,2,5.99,-12,11.98,9,38,3,265,22,3,False
2022-09-22,4260705920072,1,5.79,-3,5.79,9,38,3,265,22,3,False
2022-09-22,4260705920317,1,9.99,-6,9.99,9,38,3,265,22,3,False
2022-09-23,4260705920065,1,5.79,-6,5.79,9,38,3,266,23,4,False
2022-09-23,4260705920072,1,5.79,-4,5.79,9,38,3,266,23,4,False
2022-09-23,4260705920119,1,7.99,-6,7.99,9,38,3,266,23,4,False
2022-09-23,4260705920423,2,4.99,-7,9.98,9,38,3,266,23,4,False
2022-09-23,4260705920416,1,5.99,-13,5.99,9,38,3,266,23,4,False
2022-09-23,4260705920294,3,15.99,-21,47.97,9,38,3,266,23,4,False
2022-09-23,4260705920140,1,8.19,-6,8.19,9,38,3,266,23,4,False
2022-09-23,4260705920249,2,4.29,-11,8.58,9,38,3,266,23,4,False
2022-09-23,4260705920324,1,10.99,-15,10.99,9,38,3,266,23,4,False
2022-09-24,4260705920157,2,7.49,-8,14.98,9,38,3,267,24,5,True
2022-09-24,4260705920119,2,7.99,-8,15.98,9,38,3,267,24,5,True
2022-09-24,4260705920065,1,5.79,-7,5.79,9,38,3,267,24,5,True
2022-09-24,4260705920072,1,5.79,-5,5.79,9,38,3,267,24,5,True
2022-09-24,4260705920096,1,5.59,-6,5.59,9,38,3,267,24,5,True
2022-09-24,4260705920225,1,3.29,-3,3.29,9,38,3,267,24,5,True
2022-09-24,4260705920102,1,6.79,-3,6.79,9,38,3,267,24,5,True
2022-09-24,4260705920294,1,15.99,-22,15.99,9,38,3,267,24,5,True
2022-09-24,4260705920300,1,15.49,-7,15.49,9,38,3,267,24,5,True
2022-09-24,4260705920249,1,4.29,-12,4.29,9,38,3,267,24,5,True
2022-09-24,4260705920324,1,10.99,-16,10.99,9,38,3,267,24,5,True
2022-09-24,4260705920409,1,17.49,-4,17.49,9,38,3,267,24,5,True
2022-09-24,4260705920416,2,5.99,-15,11.98,9,38,3,267,24,5,True
2022-09-24,4260705920423,1,4.99,-8,4.99,9,38,3,267,24,5,True
2022-09-26,4260705920072,1,5.79,-6,5.79,9,39,3,269,26,0,False
2022-09-26,4260705920119,1,7.99,-9,7.99,9,39,3,269,26,0,False
2022-09-26,4260705920423,1,4.99,-9,4.99,9,39,3,269,26,0,False
2022-09-26,4260705920416,1,5.99,-16,5.99,9,39,3,269,26,0,False
2022-09-26,4260705920317,1,9.99,-7,9.99,9,39,3,269,26,0,False
2022-09-26,4260705920300,1,15.49,-8,15.49,9,39,3,269,26,0,False
2022-09-26,4260705920249,2,4.29,-14,8.58,9,39,3,269,26,0,False
2022-09-26,4260705920164,1,7.49,-7,7.49,9,39,3,269,26,0,False
2022-09-26,4260705920324,1,10.99,-17,10.99,9,39,3,269,26,0,False
2022-09-27,4260705920324,2,10.99,-12,21.98,9,39,3,270,27,1,False
2022-09-27,4260705920096,1,5.59,-4,5.59,9,39,3,270,27,1,False
2022-09-27,4260705920416,2,5.99,-9,11.98,9,39,3,270,27,1,False
2022-09-27,4260705920362,1,2.99,-1,2.99,9,39,3,270,27,1,False
2022-09-27,4260705920294,2,15.99,-13,31.98,9,39,3,270,27,1,False
2022-09-27,4260705920317,1,9.99,-5,9.99,9,39,3,270,27,1,False
2022-09-27,4260705920140,1,8.19,-4,8.19,9,39,3,270,27,1,False
2022-09-27,4260705920119,1,7.99,-5,7.99,9,39,3,270,27,1,False
2022-09-27,4260705920423,1,4.99,-7,4.99,9,39,3,270,27,1,False
2022-09-27,4260705920072,1,5.79,-2,5.79,9,39,3,270,27,1,False
2022-09-27,4260705920249,2,4.29,-10,8.58,9,39,3,270,27,1,False
2022-09-28,4260705920102,1,6.79,-2,6.79,9,39,3,271,28,2,False
2022-09-28,4260705920157,1,7.49,-6,7.49,9,39,3,271,28,2,False
2022-09-28,4260705920294,2,15.99,-15,31.98,9,39,3,271,28,2,False
2022-09-28,4260705920300,1,15.49,-5,15.49,9,39,3,271,28,2,False
2022-09-28,4260705920140,1,8.19,-5,8.19,9,39,3,271,28,2,False
2022-09-28,4260705920119,1,7.99,-6,7.99,9,39,3,271,28,2,False
2022-09-28,4260705920317,1,9.99,-6,9.99,9,39,3,271,28,2,False
2022-09-28,4260705920324,2,10.99,-14,21.98,9,39,3,271,28,2,False
2022-09-28,4260705920393,1,2.99,-3,2.99,9,39,3,271,28,2,False
2022-09-28,4260705920164,1,7.49,-7,7.49,9,39,3,271,28,2,False
2022-09-28,4260705920416,2,5.99,-11,11.98,9,39,3,271,28,2,False
2022-09-28,4260705920072,1,5.79,-3,5.79,9,39,3,271,28,2,False
2022-09-29,4260705920324,2,10.99,-16,21.98,9,39,4,272,29,3,False
2022-09-29,4260705920409,1,17.49,-4,17.49,9,39,4,272,29,3,False
2022-09-29,4260705920317,1,9.99,-7,9.99,9,39,4,272,29,3,False
2022-09-29,4260705920423,1,4.99,-8,4.99,9,39,4,272,29,3,False
2022-09-29,4260705920416,2,5.99,-13,11.98,9,39,4,272,29,3,False
2022-09-29,4260705920294,1,15.99,-16,15.99,9,39,4,272,29,3,False
2022-09-29,4260705920010,1,4.29,-4,4.29,9,39,4,272,29,3,False
2022-09-29,4260705920119,1,7.99,-7,7.99,9,39,4,272,29,3,False
2022-09-29,4260705920058,1,3.59,-3,3.59,9,39,4,272,29,3,False
2022-09-29,4260705920034,1,3.39,-4,3.39,9,39,4,272,29,3,False
2022-09-29,4260705920027,1,3.59,-4,3.59,9,39,4,272,29,3,False
2022-09-29,4260705920249,1,4.29,-11,4.29,9,39,4,272,29,3,False
2022-09-30,4260705920140,2,8.19,-7,16.38,9,39,4,273,30,4,False
2022-09-30,4260705920072,3,5.79,-6,17.37,9,39,4,273,30,4,False
2022-09-30,4260705920096,1,5.59,-5,5.59,9,39,4,273,30,4,False
2022-09-30,4260705920102,2,6.79,-4,13.58,9,39,4,273,30,4,False
2022-09-30,4260705920119,3,7.99,-10,23.97,9,39,4,273,30,4,False
2022-09-30,4260705920362,1,2.99,-2,2.99,9,39,4,273,30,4,False
2022-09-30,4260705920089,1,5.39,-1,5.39,9,39,4,273,30,4,False
2022-09-30,4260705920249,1,4.29,-12,4.29,9,39,4,273,30,4,False
2022-09-30,4260705920300,1,15.49,-6,15.49,9,39,4,273,30,4,False
2022-09-30,4260705920324,1,10.99,-17,10.99,9,39,4,273,30,4,False
2022-09-30,4260705920416,3,5.99,-16,17.97,9,39,4,273,30,4,False
2022-09-30,4260705920027,2,3.59,-6,7.18,9,39,4,273,30,4,False
2022-09-30,4260705920034,1,3.39,-5,3.39,9,39,4,273,30,4,False
2022-09-30,4260705920157,1,7.49,-7,7.49,9,39,4,273,30,4,False
2022-10-01,4260705920416,2,5.99,-18,11.98,10,39,0,274,1,5,True
2022-10-01,4260705920331,1,8.69,-7,8.69,10,39,0,274,1,5,True
2022-10-01,4260705920249,1,4.29,-13,4.29,10,39,0,274,1,5,True
2022-10-01,4260705920164,1,7.49,-8,7.49,10,39,0,274,1,5,True
2022-10-01,4260705920157,1,7.49,-8,7.49,10,39,0,274,1,5,True
2022-10-01,4260705920102,2,6.79,-6,13.58,10,39,0,274,1,5,True
2022-10-01,4260705920072,2,5.79,-8,11.58,10,39,0,274,1,5,True
2022-10-01,4260705920034,1,3.39,-6,3.39,10,39,0,274,1,5,True
2022-10-01,4260705920010,1,4.29,-5,4.29,10,39,0,274,1,5,True
2022-10-01,4260705920119,1,7.99,-11,7.99,10,39,0,274,1,5,True
2022-10-04,4260705920072,1,5.79,-1,5.79,10,40,0,277,4,1,False
2022-10-04,4260705920010,1,4.29,-4,4.29,10,40,0,277,4,1,False
2022-10-04,4260705920119,1,7.99,-4,7.99,10,40,0,277,4,1,False
2022-10-04,4260705920140,1,8.19,-4,8.19,10,40,0,277,4,1,False
2022-10-04,4260705920324,2,10.99,-11,21.98,10,40,0,277,4,1,False
2022-10-04,4260705920294,1,15.99,-12,15.99,10,40,0,277,4,1,False
2022-10-04,4260705920317,1,9.99,-4,9.99,10,40,0,277,4,1,False
2022-10-04,4260705920416,2,5.99,-8,11.98,10,40,0,277,4,1,False
2022-10-04,4260705920164,1,7.49,-6,7.49,10,40,0,277,4,1,False
2022-10-05,4260705920423,1,4.99,-6,4.99,10,40,0,278,5,2,False
2022-10-05,4260705920317,1,9.99,-5,9.99,10,40,0,278,5,2,False
2022-10-05,4260705920331,1,8.69,-7,8.69,10,40,0,278,5,2,False
2022-10-05,4260705920324,2,10.99,-13,21.98,10,40,0,278,5,2,False
2022-10-05,4260705920010,1,4.29,-5,4.29,10,40,0,278,5,2,False
2022-10-05,4260705920294,2,15.99,-14,31.98,10,40,0,278,5,2,False
2022-10-05,4260705920249,2,4.29,-8,8.58,10,40,0,278,5,2,False
2022-10-05,4260705920416,2,5.99,-10,11.98,10,40,0,278,5,2,False
2022-10-05,4260705920140,1,8.19,-5,8.19,10,40,0,278,5,2,False
2022-10-05,4260705920119,1,7.99,-5,7.99,10,40,0,278,5,2,False
2022-10-05,4260705920102,1,6.79,-2,6.79,10,40,0,278,5,2,False
2022-10-05,4260705920072,1,5.79,-2,5.79,10,40,0,278,5,2,False
2022-10-05,4260705920058,1,3.59,-3,3.59,10,40,0,278,5,2,False
2022-10-05,4260705920034,1,3.39,-4,3.39,10,40,0,278,5,2,False
2022-10-05,4260705920300,1,15.49,-4,15.49,10,40,0,278,5,2,False
2022-10-05,4260705920164,1,7.49,-7,7.49,10,40,0,278,5,2,False
2022-10-06,4260705920119,1,7.99,-6,7.99,10,40,0,279,6,3,False
2022-10-06,4260705920140,1,8.19,-6,8.19,10,40,0,279,6,3,False
2022-10-06,4260705920249,2,4.29,-10,8.58,10,40,0,279,6,3,False
2022-10-06,4260705920102,1,6.79,-3,6.79,10,40,0,279,6,3,False
2022-10-06,4260705920072,1,5.79,-3,5.79,10,40,0,279,6,3,False
2022-10-06,4260705920157,1,7.49,-6,7.49,10,40,0,279,6,3,False
2022-10-06,4260705920300,1,15.49,-5,15.49,10,40,0,279,6,3,False
2022-10-06,4260705920331,1,8.69,-8,8.69,10,40,0,279,6,3,False
2022-10-06,4260705920416,2,5.99,-12,11.98,10,40,0,279,6,3,False
2022-10-06,4260705920423,1,4.99,-7,4.99,10,40,0,279,6,3,False
2022-10-06,4260705920010,1,4.29,-6,4.29,10,40,0,279,6,3,False
2022-10-06,4260705920324,2,10.99,-15,21.98,10,40,0,279,6,3,False
2022-10-07,4260705920218,2,5.99,-2,11.98,10,40,0,280,7,4,False
2022-10-07,4260705920102,1,6.79,-4,6.79,10,40,0,280,7,4,False
2022-10-07,4260705920072,2,5.79,-5,11.58,10,40,0,280,7,4,False
2022-10-07,4260705920065,1,5.79,-6,5.79,10,40,0,280,7,4,False
2022-10-07,4260705920010,1,4.29,-7,4.29,10,40,0,280,7,4,False
2022-10-07,4260705920119,1,7.99,-7,7.99,10,40,0,280,7,4,False
2022-10-07,4260705920287,1,45.99,-1,45.99,10,40,0,280,7,4,False
2022-10-07,4260705920393,2,2.99,-4,5.98,10,40,0,280,7,4,False
2022-10-07,4260705920317,1,9.99,-6,9.99,10,40,0,280,7,4,False
2022-10-07,4260705920331,1,8.69,-9,8.69,10,40,0,280,7,4,False
2022-10-07,4260705920324,1,10.99,-16,10.99,10,40,0,280,7,4,False
2022-10-07,4260705920294,2,15.99,-16,31.98,10,40,0,280,7,4,False
2022-10-07,4260705920164,1,7.49,-8,7.49,10,40,0,280,7,4,False
2022-10-07,4260705920140,1,8.19,-7,8.19,10,40,0,280,7,4,False
2022-10-07,4260705920416,2,5.99,-14,11.98,10,40,0,280,7,4,False
2022-10-07,4260705920362,1,2.99,-1,2.99,10,40,0,280,7,4,False
2022-10-08,4260705920317,1,9.99,-7,9.99,10,40,1,281,8,5,True
2022-10-08,4260705920324,3,10.99,-19,32.97,10,40,1,281,8,5,True
2022-10-08,4260705920416,2,5.99,-16,11.98,10,40,1,281,8,5,True
2022-10-08,4260705920423,2,4.99,-9,9.98,10,40,1,281,8,5,True
2022-10-08,4260705920102,2,6.79,-6,13.58,10,40,1,281,8,5,True
2022-10-08,4260705920300,1,15.49,-6,15.49,10,40,1,281,8,5,True
2022-10-08,4260705920294,1,15.99,-17,15.99,10,40,1,281,8,5,True
2022-10-08,4260705920249,2,4.29,-12,8.58,10,40,1,281,8,5,True
2022-10-08,4260705920164,2,7.49,-10,14.98,10,40,1,281,8,5,True
2022-10-08,4260705920157,2,7.49,-8,14.98,10,40,1,281,8,5,True
2022-10-08,4260705920133,1,8.99,-1,8.99,10,40,1,281,8,5,True
2022-10-08,4260705920119,1,7.99,-8,7.99,10,40,1,281,8,5,True
2022-10-08,4260705920058,1,3.59,-4,3.59,10,40,1,281,8,5,True
2022-10-08,4260705920034,1,3.39,-5,3.39,10,40,1,281,8,5,True
2022-10-08,4260705920010,1,4.29,-8,4.29,10,40,1,281,8,5,True
2022-10-08,4260705920072,2,5.79,-7,11.58,10,40,1,281,8,5,True
2022-10-08,4260705920065,1,5.79,-7,5.79,10,40,1,281,8,5,True
2022-10-08,4260705920096,1,5.59,-4,5.59,10,40,1,281,8,5,True
2022-10-08,4260705920140,1,8.19,-8,8.19,10,40,1,281,8,5,True
2022-10-10,4260705920010,1,4.29,-9,4.29,10,41,1,283,10,0,False
2022-10-10,4260705920249,3,4.29,-15,12.87,10,41,1,283,10,0,False
2022-10-10,4260705920195,1,4.99,-3,4.99,10,41,1,283,10,0,False
2022-10-10,4260705920164,1,7.49,-11,7.49,10,41,1,283,10,0,False
2022-10-10,4260705920096,1,5.59,-5,5.59,10,41,1,283,10,0,False
2022-10-10,4260705920034,1,3.39,-6,3.39,10,41,1,283,10,0,False
2022-10-10,4260705920331,1,8.69,-10,8.69,10,41,1,283,10,0,False
2022-10-10,4260705920423,1,4.99,-10,4.99,10,41,1,283,10,0,False
2022-10-10,4260705920416,1,5.99,-17,5.99,10,41,1,283,10,0,False
2022-10-10,4260705920409,1,17.49,-4,17.49,10,41,1,283,10,0,False
2022-10-10,4260705920294,2,15.99,-19,31.98,10,41,1,283,10,0,False
2022-10-10,4260705920058,1,3.59,-5,3.59,10,41,1,283,10,0,False
2022-10-10,4260705920317,1,9.99,-8,9.99,10,41,1,283,10,0,False
2022-10-10,4260705920300,1,15.49,-7,15.49,10,41,1,283,10,0,False
2022-10-11,4260705920324,1,10.99,-10,10.99,10,41,1,284,11,1,False
2022-10-11,4260705920362,1,2.99,-1,2.99,10,41,1,284,11,1,False
2022-10-11,4260705920416,1,5.99,-8,5.99,10,41,1,284,11,1,False
2022-10-11,4260705920409,1,17.49,-5,17.49,10,41,1,284,11,1,False
2022-10-12,4260705920249,2,4.29,-11,8.58,10,41,1,285,12,2,False
2022-10-12,4260705920119,1,7.99,-4,7.99,10,41,1,285,12,2,False
2022-10-12,4260705920010,1,4.29,-5,4.29,10,41,1,285,12,2,False
2022-10-12,4260705920058,1,3.59,-4,3.59,10,41,1,285,12,2,False
2022-10-12,4260705920096,1,5.59,-5,5.59,10,41,1,285,12,2,False
2022-10-12,4260705920102,1,6.79,-2,6.79,10,41,1,285,12,2,False
2022-10-12,4260705920294,2,15.99,-15,31.98,10,41,1,285,12,2,False
2022-10-12,4260705920140,1,8.19,-4,8.19,10,41,1,285,12,2,False
2022-10-12,4260705920317,1,9.99,-5,9.99,10,41,1,285,12,2,False
2022-10-12,4260705920324,2,10.99,-12,21.98,10,41,1,285,12,2,False
2022-10-12,4260705920362,2,2.99,-3,5.98,10,41,1,285,12,2,False
2022-10-12,4260705920416,2,5.99,-10,11.98,10,41,1,285,12,2,False
2022-10-12,4260705920423,1,4.99,-7,4.99,10,41,1,285,12,2,False
2022-10-12,4260705920331,1,8.69,-8,8.69,10,41,1,285,12,2,False
2022-10-12,4260705920300,1,15.49,-5,15.49,10,41,1,285,12,2,False
2022-10-13,4260705920416,2,5.99,-12,11.98,10,41,1,286,13,3,False
2022-10-13,4260705920324,2,10.99,-14,21.98,10,41,1,286,13,3,False
2022-10-13,4260705920164,1,7.49,-7,7.49,10,41,1,286,13,3,False
2022-10-13,4260705920300,1,15.49,-6,15.49,10,41,1,286,13,3,False
2022-10-13,4260705920072,1,5.79,-1,5.79,10,41,1,286,13,3,False
2022-10-13,4260705920119,1,7.99,-5,7.99,10,41,1,286,13,3,False
2022-10-14,4260705920102,1,6.79,-3,6.79,10,41,1,287,14,4,False
2022-10-14,4260705920140,1,8.19,-5,8.19,10,41,1,287,14,4,False
2022-10-14,4260705920317,1,9.99,-6,9.99,10,41,1,287,14,4,False
2022-10-14,4260705920294,3,15.99,-18,47.97,10,41,1,287,14,4,False
2022-10-14,4260705920249,1,4.29,-12,4.29,10,41,1,287,14,4,False
2022-10-14,4260705920072,1,5.79,-2,5.79,10,41,1,287,14,4,False
2022-10-14,4260705920065,1,5.79,-6,5.79,10,41,1,287,14,4,False
2022-10-14,4260705920034,1,3.39,-5,3.39,10,41,1,287,14,4,False
2022-10-14,4260705920300,1,15.49,-7,15.49,10,41,1,287,14,4,False
2022-10-14,4260705920157,1,7.49,-6,7.49,10,41,1,287,14,4,False
