,loss,loss,loss,mean_absolute_error,mean_absolute_error,mean_absolute_error
,Training,Validation,Test,Training,Validation,Test
RepeatBaseline,1.4907840490341187,3.2762813568115234,2.8191468715667725,0.5815404653549194,0.7292725443840027,0.6894098520278931
