Date,StoreID,ProductID,Quantity,Price,Quantity_perWeek,Price_Total_perOrder
20220815,4051653300272,4260705920072,"2,000","5,79","-83,000","11,58"
20220815,4051653300272,4260705920089,"1,000","5,39","-24,000","5,39"
20220815,4051653300272,4260705920096,"1,000","5,59","-48,000","5,59"
20220815,4051653300272,4260705920102,"1,000","6,79","-63,000","6,79"
20220815,4051653300272,4260705920119,"1,000","7,99","-52,000","7,99"
20220815,4051653300272,4260705920157,"2,000","7,49","-64,000","14,98"
20220815,4051653300272,4260705920164,"1,000","7,49","-60,000","7,49"
20220815,4051653300272,4260705920249,"1,000","4,29","-103,000","4,29"
20220815,4051653300272,4260705920294,"3,000","15,99","-156,000","47,97"
20220815,4051653300272,4260705920300,"2,000","15,49","-59,000","30,98"
20220815,4051653300272,4260705920324,"4,000","10,99","-103,000","43,96"
20220815,4051653300272,4260705920331,"1,000","8,69","-24,000","8,69"
20220815,4051653300272,4260705920416,"2,000","5,99","-91,000","11,98"
20220815,4051653300272,4260705920423,"2,000","4,99","-40,000","9,98"
20220816,4051653300272,4260705920027,"1,000","3,59","-34,000","3,59"
20220816,4051653300272,4260705920034,"1,000","3,39","-40,000","3,39"
20220816,4051653300272,4260705920072,"2,000","5,79","-73,000","11,58"
20220816,4051653300272,4260705920096,"2,000","5,59","-40,000","11,18"
20220816,4051653300272,4260705920102,"2,000","6,79","-55,000","13,58"
20220816,4051653300272,4260705920119,"1,000","7,99","-47,000","7,99"
20220816,4051653300272,4260705920140,"1,000","8,19","-27,000","8,19"
20220816,4051653300272,4260705920157,"3,000","7,49","-60,000","22,47"
20220816,4051653300272,4260705920164,"1,000","7,49","-55,000","7,49"
20220816,4051653300272,4260705920249,"2,000","4,29","-91,000","8,58"
20220816,4051653300272,4260705920294,"3,000","15,99","-140,000","47,97"
20220816,4051653300272,4260705920300,"1,000","15,49","-52,000","15,49"
20220816,4051653300272,4260705920317,"1,000","9,99","-54,000","9,99"
20220816,4051653300272,4260705920324,"3,000","10,99","-91,000","32,97"
20220816,4051653300272,4260705920416,"2,000","5,99","-81,000","11,98"
20220816,4051653300272,4260705920423,"1,000","4,99","-36,000","4,99"
20220817,4051653300272,4260705920010,"1,000","4,29","-44,000","4,29"
20220817,4051653300272,4260705920027,"1,000","3,59","-35,000","3,59"
20220817,4051653300272,4260705920058,"1,000","3,59","-38,000","3,59"
20220817,4051653300272,4260705920065,"1,000","5,79","-26,000","5,79"
20220817,4051653300272,4260705920072,"2,000","5,79","-75,000","11,58"
20220817,4051653300272,4260705920102,"1,000","6,79","-56,000","6,79"
20220817,4051653300272,4260705920140,"1,000","8,19","-28,000","8,19"
20220817,4051653300272,4260705920157,"2,000","7,49","-62,000","14,98"
20220817,4051653300272,4260705920164,"1,000","7,49","-56,000","7,49"
20220817,4051653300272,4260705920188,"1,000","7,49","-8,000","7,49"
20220817,4051653300272,4260705920225,"1,000","3,29","-13,000","3,29"
20220817,4051653300272,4260705920249,"1,000","4,29","-92,000","4,29"
20220817,4051653300272,4260705920294,"4,000","15,99","-144,000","63,96"
20220817,4051653300272,4260705920300,"1,000","15,49","-53,000","15,49"
20220817,4051653300272,4260705920317,"2,000","9,99","-56,000","19,98"
20220817,4051653300272,4260705920324,"3,000","10,99","-94,000","32,97"
20220817,4051653300272,4260705920331,"1,000","8,69","-20,000","8,69"
20220817,4051653300272,4260705920409,"2,000","17,49","-22,000","34,98"
20220817,4051653300272,4260705920416,"2,000","5,99","-83,000","11,98"
20220818,4051653300272,4260705920034,"1,000","3,39","-41,000","3,39"
20220818,4051653300272,4260705920058,"1,000","3,59","-39,000","3,59"
20220818,4051653300272,4260705920065,"1,000","5,79","-27,000","5,79"
20220818,4051653300272,4260705920072,"2,000","5,79","-77,000","11,58"
20220818,4051653300272,4260705920096,"1,000","5,59","-41,000","5,59"
20220818,4051653300272,4260705920102,"2,000","6,79","-58,000","13,58"
20220818,4051653300272,4260705920157,"1,000","7,49","-63,000","7,49"
20220818,4051653300272,4260705920164,"1,000","7,49","-57,000","7,49"
20220818,4051653300272,4260705920249,"3,000","4,29","-95,000","12,87"
20220818,4051653300272,4260705920294,"4,000","15,99","-148,000","63,96"
20220818,4051653300272,4260705920300,"1,000","15,49","-54,000","15,49"
20220818,4051653300272,4260705920324,"1,000","10,99","-95,000","10,99"
20220818,4051653300272,4260705920362,"2,000","2,99","-12,000","5,98"
20220818,4051653300272,4260705920416,"2,000","5,99","-85,000","11,98"
20220819,4051653300272,4260705920003,"1,000","3,39","-23,000","3,39"
20220819,4051653300272,4260705920010,"1,000","4,29","-45,000","4,29"
20220819,4051653300272,4260705920034,"1,000","3,39","-42,000","3,39"
20220819,4051653300272,4260705920072,"2,000","5,79","-79,000","11,58"
20220819,4051653300272,4260705920089,"1,000","5,39","-21,000","5,39"
20220819,4051653300272,4260705920096,"1,000","5,59","-42,000","5,59"
20220819,4051653300272,4260705920102,"1,000","6,79","-59,000","6,79"
20220819,4051653300272,4260705920119,"1,000","7,99","-48,000","7,99"
20220819,4051653300272,4260705920140,"1,000","8,19","-29,000","8,19"
20220819,4051653300272,4260705920157,"2,000","7,49","-65,000","14,98"
20220819,4051653300272,4260705920164,"1,000","7,49","-58,000","7,49"
20220819,4051653300272,4260705920249,"1,000","4,29","-96,000","4,29"
20220819,4051653300272,4260705920294,"4,000","15,99","-152,000","63,96"
20220819,4051653300272,4260705920324,"3,000","10,99","-98,000","32,97"
20220819,4051653300272,4260705920416,"2,000","5,99","-87,000","11,98"
20220819,4051653300272,4260705920423,"2,000","4,99","-38,000","9,98"
20220820,4051653300272,4260705920003,"2,000","3,39","-25,000","6,78"
20220820,4051653300272,4260705920010,"1,000","4,29","-46,000","4,29"
20220820,4051653300272,4260705920027,"2,000","3,59","-37,000","7,18"
20220820,4051653300272,4260705920034,"3,000","3,39","-45,000","10,17"
20220820,4051653300272,4260705920065,"1,000","5,79","-28,000","5,79"
20220820,4051653300272,4260705920072,"3,000","5,79","-82,000","17,37"
20220820,4051653300272,4260705920096,"1,000","5,59","-43,000","5,59"
20220820,4051653300272,4260705920119,"4,000","7,99","-52,000","31,96"
20220820,4051653300272,4260705920140,"1,000","8,19","-30,000","8,19"
20220820,4051653300272,4260705920157,"2,000","7,49","-67,000","14,98"
20220820,4051653300272,4260705920164,"1,000","7,49","-59,000","7,49"
20220820,4051653300272,4260705920249,"4,000","4,29","-100,000","17,16"
20220820,4051653300272,4260705920263,"1,000","52,99","-2,000","52,99"
20220820,4051653300272,4260705920287,"1,000","45,99","-3,000","45,99"
20220820,4051653300272,4260705920294,"5,000","15,99","-157,000","79,95"
20220820,4051653300272,4260705920300,"1,000","15,49","-55,000","15,49"
20220820,4051653300272,4260705920317,"1,000","9,99","-57,000","9,99"
20220820,4051653300272,4260705920324,"3,000","10,99","-101,000","32,97"
20220820,4051653300272,4260705920416,"2,000","5,99","-89,000","11,98"
20220820,4051653300272,4260705920423,"1,000","4,99","-39,000","4,99"
