Date,StoreID,ProductID,Quantity,Price,Quantity_perWeek,Price_Total_perOrder
20221004,4051653300272,4260705920003,"1,000","3,39","-1,000","3,39"
20221004,4051653300272,4260705920010,"1,000","4,29","-1,000","4,29"
20221004,4051653300272,4260705920034,"1,000","3,39","-1,000","3,39"
20221004,4051653300272,4260705920058,"1,000","3,59","-1,000","3,59"
20221004,4051653300272,4260705920072,"2,000","5,79","-2,000","11,58"
20221004,4051653300272,4260705920096,"1,000","5,59","-1,000","5,59"
20221004,4051653300272,4260705920102,"1,000","6,79","-1,000","6,79"
20221004,4051653300272,4260705920249,"2,000","4,29","-2,000","8,58"
20221004,4051653300272,4260705920294,"3,000","15,99","-3,000","47,97"
20221004,4051653300272,4260705920300,"1,000","15,49","-1,000","15,49"
20221004,4051653300272,4260705920317,"1,000","9,99","-1,000","9,99"
20221004,4051653300272,4260705920324,"3,000","10,99","-3,000","32,97"
20221004,4051653300272,4260705920331,"1,000","8,69","-1,000","8,69"
20221004,4051653300272,4260705920393,"1,000","2,99","-1,000","2,99"
20221004,4051653300272,4260705920416,"1,000","5,99","-1,000","5,99"
20221005,4051653300272,4260705920010,"1,000","4,29","-2,000","4,29"
20221005,4051653300272,4260705920027,"1,000","3,59","-1,000","3,59"
20221005,4051653300272,4260705920034,"1,000","3,39","-2,000","3,39"
20221005,4051653300272,4260705920072,"2,000","5,79","-4,000","11,58"
20221005,4051653300272,4260705920096,"1,000","5,59","-2,000","5,59"
20221005,4051653300272,4260705920102,"2,000","6,79","-3,000","13,58"
20221005,4051653300272,4260705920119,"1,000","7,99","-1,000","7,99"
20221005,4051653300272,4260705920157,"1,000","7,49","-1,000","7,49"
20221005,4051653300272,4260705920164,"1,000","7,49","-1,000","7,49"
20221005,4051653300272,4260705920249,"2,000","4,29","-4,000","8,58"
20221005,4051653300272,4260705920294,"3,000","15,99","-6,000","47,97"
20221005,4051653300272,4260705920317,"1,000","9,99","-2,000","9,99"
20221005,4051653300272,4260705920324,"3,000","10,99","-6,000","32,97"
20221005,4051653300272,4260705920331,"1,000","8,69","-2,000","8,69"
20221005,4051653300272,4260705920409,"1,000","17,49","-1,000","17,49"
20221005,4051653300272,4260705920416,"1,000","5,99","-2,000","5,99"
20221006,4051653300272,4260705920003,"1,000","3,39","-2,000","3,39"
20221006,4051653300272,4260705920010,"1,000","4,29","-3,000","4,29"
20221006,4051653300272,4260705920027,"1,000","3,59","-2,000","3,59"
20221006,4051653300272,4260705920034,"1,000","3,39","-3,000","3,39"
20221006,4051653300272,4260705920058,"1,000","3,59","-2,000","3,59"
20221006,4051653300272,4260705920072,"2,000","5,79","-6,000","11,58"
