ProductID,EAN,WeekoftheYear,Quantity_sum
4260705920003,M.01,19,2
4260705920003,M.01,20,4
4260705920003,M.01,21,2
4260705920003,M.01,22,4
4260705920003,M.01,23,5
4260705920003,M.01,24,5
4260705920003,M.01,25,5
4260705920003,M.01,26,4
4260705920003,M.01,27,2
4260705920003,M.01,28,5
4260705920003,M.01,29,5
4260705920003,M.01,30,1
4260705920003,M.01,31,3
4260705920003,M.01,32,4
4260705920003,M.01,33,3
4260705920003,M.01,34,3
4260705920003,M.01,35,6
4260705920003,M.01,36,4
4260705920003,M.01,37,2
4260705920003,M.01,39,2
4260705920003,M.01,40,4
4260705920003,M.01,41,2
4260705920003,M.01,42,3
4260705920003,M.01,43,3
4260705920003,M.01,46,2
4260705920010,M.02,1,4
4260705920010,M.02,2,5
4260705920010,M.02,3,5
4260705920010,M.02,4,5
4260705920010,M.02,5,6
4260705920010,M.02,19,6
4260705920010,M.02,20,8
4260705920010,M.02,21,8
4260705920010,M.02,22,7
4260705920010,M.02,23,7
4260705920010,M.02,24,7
4260705920010,M.02,25,5
4260705920010,M.02,26,8
4260705920010,M.02,27,8
4260705920010,M.02,28,7
4260705920010,M.02,29,5
4260705920010,M.02,30,6
4260705920010,M.02,31,5
4260705920010,M.02,32,5
4260705920010,M.02,33,3
4260705920010,M.02,34,5
4260705920010,M.02,35,9
4260705920010,M.02,36,8
4260705920010,M.02,37,4
4260705920010,M.02,39,4
4260705920010,M.02,40,5
4260705920010,M.02,41,5
4260705920010,M.02,42,3
4260705920010,M.02,43,2
4260705920010,M.02,44,4
4260705920010,M.02,45,8
4260705920010,M.02,46,6
4260705920010,M.02,47,6
4260705920010,M.02,48,4
4260705920010,M.02,49,5
4260705920010,M.02,50,6
4260705920010,M.02,51,4
4260705920010,M.02,52,3
4260705920027,M.03,1,1
4260705920027,M.03,2,1
4260705920027,M.03,3,4
4260705920027,M.03,4,1
4260705920027,M.03,19,6
4260705920027,M.03,20,6
4260705920027,M.03,21,5
4260705920027,M.03,22,6
4260705920027,M.03,23,5
4260705920027,M.03,24,5
4260705920027,M.03,25,6
4260705920027,M.03,26,4
4260705920027,M.03,27,6
4260705920027,M.03,28,6
4260705920027,M.03,29,5
4260705920027,M.03,30,5
4260705920027,M.03,31,5
4260705920027,M.03,32,4
4260705920027,M.03,33,4
4260705920027,M.03,34,4
4260705920027,M.03,35,7
