,loss,loss,loss,mean_absolute_error,mean_absolute_error,mean_absolute_error
,Training,Validation,Test,Training,Validation,Test
MultiStepLastBasline,1.3999136686325073,3.1130218505859375,2.6882312297821045,0.5440413355827332,0.6884715557098389,0.6484160423278809
